Location,Hospital_Name,State,District,Pincode,Hospital_Fax,Website
"78, Ramanujam Nagar,Kovai Road,.",Gugan Hospital,Tamil Nadu,Karur,639002,0,0
No:23 Kovai Road Karur,Nalam Hospital And Vaccination Centre,Tamil Nadu,Karur,639002,0,0
West Kamarajapuram,Preeth Nursing Home,Tamil Nadu,Karur,639002,0,0
"Allwyn Nagar, Kovar Road",S and V Loga Hospital Pvt. Ltd.,Tamil Nadu,Karur,639002,0,0
"80, Feet Road,Sengunthapuram,.",S.G.Hospital,Tamil Nadu,Karur,639002,0,0
"132, Covai Road, Karur",Sankar Eye Hospital,Tamil Nadu,Karur,639002,0,0
"No. 121, Kovai Road, Vaiyaburi Nagar Bus Stop,Opposite To Hotel Badma",Vasan Eye Care Hospital(Unit Of Vasan Health Care Pvt Ltd),Tamil Nadu,Karur,639002,0,0
"98/3/1/1000J, Near Bus Stand, West Of Peris Plaza, Covai Road",Velan Eye Hospital,Tamil Nadu,Karur,639002,04324  241237,0
"32, Old Tollgate Street,Government Hospital Opposite.",Shri Krishna Swamy Memorial Hospital,Tamil Nadu,Karur,639104,0,0
"1-V- Elementry School Street,Trichy-Karur Road,.",Tmr Hospital,Tamil Nadu,Karur,639104,0,0
"53/2, East Street,.",Sugam Hospital,Tamil Nadu,Karur,639201,0,0
"No.75/29-A,Iv Cross,Co-Operative Colony",A R K Nursing Home,Tamil Nadu,Krishnagiri,635001,0,0
"36/A, 4Th Cross Co-Operative Colony, Krishnagiri",Dr. Agarwals Eye Hospital Ltd.,Tamil Nadu,Krishnagiri,635001,04343  236666,0
"269 G, Bangalore Main Road, Krishnagiri",Jeeva Hospital,Tamil Nadu,Krishnagiri,635001,0,0
"64 -Ii, Cross,Co-Operative Colony",Om Sakthi Hospital,Tamil Nadu,Krishnagiri,635001,0,0
Bangalore Road,Padma Poly Clinic,Tamil Nadu,Krishnagiri,635001,0,0
"No.67, 2Nd Cross,Co-Operative Colony Opposite To Old Post Office Road",Sre-Vidya Hospital,Tamil Nadu,Krishnagiri,635001,0,0
"Bangalore Rd,,Opp To Fathima Church.",St.Louis Hospital,Tamil Nadu,Krishnagiri,635001,0,0
"322,Bangalore Road,",T C R Hospital,Tamil Nadu,Krishnagiri,635001,0,0
"J.D Road, Barugur",Om Sakthi Clinic,Tamil Nadu,Krishnagiri,635104,0,0
"I St Cross, Indian Bank Rd",Mythri Hospital,Tamil Nadu,Krishnagiri,635107,0,0
"Bagalur Road,Opposite Maharishi Bala Vidya Mandir",Amma Hospital,Tamil Nadu,Krishnagiri,635109,244144,0
"10 A, 1St Cross, Old Bangalore Road, Hosur Hosur",Ashok Hospital,Tamil Nadu,Krishnagiri,635109,0,0
"No 72/3, Rs Towers Bangalore Main Road Hosur",Dr Agarwals Eye Hospital Ltd,Tamil Nadu,Krishnagiri,635109,0,0
"27, Tank Street Hosur Hosur",Lakshmi Hospital,Tamil Nadu,Krishnagiri,635109,0,0
M G Road M G Road Hosur,Meera Nursing Home,Tamil Nadu,Krishnagiri,635109,0,0
"Plot No- 8, 9 Opposite Traffic Police Station, New Banglore, Bye Pass Road, Hosur",Narayana Hrudayalaya Superspecialty Clinic,Tamil Nadu,Krishnagiri,635109,0,0
No 122/2 Denkani Kota Main Road,Nepharolife Care India Pvt Ltd,Tamil Nadu,Krishnagiri,635109,0,0
"Massage Centre, Bangalore Bye Pass Road Opp: Traffic Police Station Hosur",Palakkad Ayurvedic Hospital,Tamil Nadu,Krishnagiri,635109,0,0
13/80 Tank Road Hosur Krishnagiri,Sbs Hospital Pvt Ltd,Tamil Nadu,Krishnagiri,635109,0,0
"80 Ft Road, Commercial Street,Vaishavi Nagar,Bangalore Road Check Post.",Srinivas Speciality Hospital,Tamil Nadu,Krishnagiri,635109,265118,0
"No.20, Tank Street, Hosur",Surya Multispeciality Hospitals Ind Pvt Ltd,Tamil Nadu,Krishnagiri,635109,0,0
"7, Tank Street Hosur",Surya Nursing Home,Tamil Nadu,Krishnagiri,635109,0,0
"91, Hig Atc Hudco, Hosur",Thangam Nursing Home,Tamil Nadu,Krishnagiri,635109,0,0
Bangalore Bye Pass,Uma Kumar Hospital,Tamil Nadu,Krishnagiri,635109,0,0
"8O Ft Rd,Bangalore Bypass Road, Vaishnavi Nagar, Hosur",Vasan Eye Care Hospital,Tamil Nadu,Krishnagiri,635109,0,0
"76-S, Old Bangalore Road,,.",Velnath Maternity Home,Tamil Nadu,Krishnagiri,635109,0,0
76 R Old Bangalore Road Hosur,Vijay Hospital,Tamil Nadu,Krishnagiri,635109,0,0
"Denkanikottai Road, Mathigiri, Near Rto Office",Anantha Ashram Hospital,Tamil Nadu,Krishnagiri,635110,0,0
"Bye-Pass Road, Karimanglam, Dharmapuri",Dr. S. Susheela,Tamil Nadu,Krishnagiri,635111,0,0
"2/343, Behind Sbi Lal Sipcot, Hosur",Santhi Hospital,Tamil Nadu,Krishnagiri,635126,04344  275174,0
"12,Naakkirar Street,K.K.Nagar Madurai",Abhiram Hospital Childrens Hospital andVaccination C,Tamil Nadu,Madurai,625001,0,0
"Old No - 127,New No -,South Veli Street,Madhurai",Anand Elumalai Hospital,Tamil Nadu,Madurai,625001,0,0
"9,East Park Street.Singarayar",Andrews Hospital,Tamil Nadu,Madurai,625001,0,0
"7, Chairman Thusiram 1St Street, East Veli Street, Madurai",Ar Nursing Home,Tamil Nadu,Madurai,625001,0,0
"175,Vilachery Main Road, Muniyandipuram, Madurai",Avn Arogya Healthcare Ltd,Tamil Nadu,Madurai,625001,0,0
"No. 10 Pillayarpalayam Road,",Chandra Hospital,Tamil Nadu,Madurai,625001,0,0
"17-A, Kaja Street, Near Meenakshi Talkies, South Veli Street,",Devi Clinic and Nursing Home,Tamil Nadu,Madurai,625001,0,0
"60/28, Maninagaram Main Road, Madurai",Ganesh Nursing Home,Tamil Nadu,Madurai,625001,0,0
"75, East Marret Street, Madurai",Geetha Nursing Home,Tamil Nadu,Madurai,625001,0,0
"43A, Krishna Rao Tank Street 1/2 Km From Head Post Office",Harley Rram Nursing Home,Tamil Nadu,Madurai,625001,0,0
"41, East Marret Street, 4Th Lane,Madurai,.",Harshitha Hospital,Tamil Nadu,Madurai,625001,0,0
"105,106,107,South Veli Street,Madurai",Infant Jesus and Jesus Vineyard Hospitals,Tamil Nadu,Madurai,625001,0,0
"190,Alagar Nagar 4Th Street K.Pudur,Madurai",J.K.Hospital,Tamil Nadu,Madurai,625001,0,0
"100, Vakil New Street, Madurai",Karpagam Hospital,Tamil Nadu,Madurai,625001,0,0
"25, Seeni Asari Lane, Manjanakar Street, Madurai",Mahalakshmi Clinic and Nursing Home,Tamil Nadu,Madurai,625001,0,0
"32,West Avani Moola Street Madurai",Mohan Nursing Home,Tamil Nadu,Madurai,625001,0,0
"11, Krishna Rao Tank Street,Near Icici Bank Atm,Opposite George Oaks .",Muthu Hospital,Tamil Nadu,Madurai,625001,4382800,0
15 Old Murugan Talkies Madurai,P.R.G. Children Hospital,Tamil Nadu,Madurai,625001,0,0
"36-E, Kuruvikaran Salai, Madurai",Raghavendhar Hospital,Tamil Nadu,Madurai,625001,0452  4383004,0
"229, South Marret Street South Gate, Madurai",Rajan Clinic,Tamil Nadu,Madurai,625001,0,0
"149, North Masi Street",S.S.Hospital,Tamil Nadu,Madurai,625001,0,0
"199, East Velli Street,Near Chinthamani Theatre,.",Saraswathi Eye Hospital and Research Centre,Tamil Nadu,Madurai,625001,0,0
"51, Chithrakara Street, Madurai",Selvam Hospital,Tamil Nadu,Madurai,625001,0,0
"5, Vanamamalai Nagar-By Pass Road, Madurai",Shivalee Clinic,Tamil Nadu,Madurai,625001,0,0
"No-15, Good Shed Street, Nearer From Railway Station/ Priyar Bus Stand - OppositeTo United India Gen.Ins",Sri Ram Chandra Eye Hospital,Tamil Nadu,Madurai,625001,0,0
"OppositeCourt Buildings, 482,K.K Nagar, Madurai",Taj Hospitaland Dheep Clinic,Tamil Nadu,Madurai,625001,0,0
"129, Cmh Compound,East Veli Street.",The Christian Mission Hospital,Tamil Nadu,Madurai,625001,0,0
"72, Vakkil New Street,Simmakkal Rountana.",V N Neuro Care Centre and Hospital,Tamil Nadu,Madurai,625001,0,0
"77-80,Chinna Kadal Street, Therkuvasal",Vadamalayan Hospitals,Tamil Nadu,Madurai,625001,0452  2522225,0
"74A, Dhanaooa Mudali Street",Vinayagam Laser Hospital,Tamil Nadu,Madurai,625001,0,0
"No. 256, Good Shepherd Street",Vn Neuro Hospital and Vn Neuro Center,Tamil Nadu,Madurai,625001,0,0
"11C, Sonalyar Kovil Street Narimedu, Madurai",Akshayaa Hospitals,Tamil Nadu,Madurai,625002,0,0
"20,Gokhala Road Tallakilam Madurai",Booma Nursing Home,Tamil Nadu,Madurai,625002,0,0
"No5,Road,Chinna Chockikulam,C.P.M.1St Stop,Madurai-2",Fenn Hospital,Tamil Nadu,Madurai,625002,0,0
"202, Nethaji Main Road, B.B. Kulam, Madurai,",Karunai Hospital,Tamil Nadu,Madurai,625002,0,0
"(Siva Poly Clinic) 71,A Narimendu Main Road",S.L.Hospital,Tamil Nadu,Madurai,625002,0,0
"7-A, Maruthupandiar Nagar, 4Th Main Road, Narimedu, Madurai,",Saravana Hospitals,Tamil Nadu,Madurai,625002,0,0
No. 71 Narimedu Main Road Narimedu,Siva Polyclinic and S L Hospital,Tamil Nadu,Madurai,625002,0,0
"7-A Kalpalam Road Goripalayam, Madurai, Madurai,",Srinivasa Hi-Tech Multi Speciality Hospital,Tamil Nadu,Madurai,625002,0,0
"9-A, Vallabai Road, Chokkikulam, Madurai,",Vadamalayan Hospitals,Tamil Nadu,Madurai,625002,0452  2522225,0
"23, West Stret, Andalpuram Madurai",Gangaa Hospital,Tamil Nadu,Madurai,625003,0,0
"54, Main Rd,,Palanganatham,.",L.P.Hospital,Tamil Nadu,Madurai,625003,0,0
"No.72, Tpk Road, Palangantham Opp To Kumaragam Kovil Madurai",Nithilaa Nursing Home,Tamil Nadu,Madurai,625003,0,0
"No. 41, Madukulam Main Road,Palanganatham,",Ns Hospital,Tamil Nadu,Madurai,625003,0,0
"6/A 36, Rajam Road Tvs Nagar Madurai",Visaka Poly Clinic,Tamil Nadu,Madurai,625003,0,0
"94, T.P.K. Road, Pykara, Madurai,",Guru Hospital Multispeciality Centre,Tamil Nadu,Madurai,625004,0,0
"93, Tpk Main Road, Pykara,.",Lakshmana Hospital,Tamil Nadu,Madurai,625004,0,0
"378-A, G.S.T. Road, Pasumalai, Madurai,",Rajah Hospitals,Tamil Nadu,Madurai,625004,0,0
21/152 Gst Road Tiruparankundram Tiruparankundram,Sri Lakshmi Hospital,Tamil Nadu,Madurai,625005,0,0
"272/1, Gst Road Harvipatti Bus Stop Tiruparakundrum Thirunagar","Vasan Eye Care Hospital - Thirunagar,Madurai",Tamil Nadu,Madurai,625005,0,0
"No.95, 2Nd Street, Harveypatty, Tirupparangkundram,",Vijay Nursing Home,Tamil Nadu,Madurai,625005,0,0
"No-277, Gst Main Road Thirunagar, Nr Harveypatti Bus Stop",Aditya Speciality Hospital,Tamil Nadu,Madurai,625006,0,0
"10 C, Pallotti Church Street, Thirunagar 5Th Stop Madurai",Anto Nursing Home,Tamil Nadu,Madurai,625006,0,0
"A-38, Thirunagar, Ramabadran Street, Thirunagar, Madurai",Jaya Hospital,Tamil Nadu,Madurai,625006,0,0
"13,Vinayagar Kovil Street,Thirunagar Madurai",Kanthimathi Nursing Home,Tamil Nadu,Madurai,625006,0,0
"Rrc 270 D, G. S. T Road, Thirunagar 2Nd Stop, Madurai",Manjarai Hospital,Tamil Nadu,Madurai,625006,0,0
"48, Bharathiyar Main Road, Jawaharpuram, K. Pudur,",Balaji Clinic,Tamil Nadu,Madurai,625007,0,0
"Door No. 75/1, Kodikulam Ist Street,Alagarkovil Main Road,Surveyor Colony.",Devadoss Multi Speciality Hospital,Tamil Nadu,Madurai,625007,0,0
"38, Singaravelar St,Matha Kovil Main Rd,.",Leonard Hospital,Tamil Nadu,Madurai,625007,0,0
"187-2 Alagar Koil Main Road,Near Ayyappan Temple,Kpudur.",Om Sakthi Hospital,Tamil Nadu,Madurai,625007,0,0
"115/5, 120 Feet Road Opp: Mattuthavani Bus Stand Madurai",Preethi Hospital,Tamil Nadu,Madurai,625007,0,0
"148, Alagar Koli Road, Madurai",Rajapriya Nursing Home,Tamil Nadu,Madurai,625007,0,0
"115,Alagarkoil Road,K. Pudur,Madhurai",Sri Kamakshi Subam Hospital,Tamil Nadu,Madurai,625007,0,0
"187/2, Alagar Kovil Main Road K.Pudur",Sri Omsakthi Clinic,Tamil Nadu,Madurai,625007,434554,0
Moondrumavadi K.Pudur,St Mary Of Leuca Hospital,Tamil Nadu,Madurai,625007,256141,0
"32A, Kuruvikkaran Salai",Advanced Trauma Center Avss Hospital,Tamil Nadu,Madurai,625009,2326112,0
"150/1, Kamarajar Salai, Near Teppakulam, Madurai, Madurai,",Anbu Hospital,Tamil Nadu,Madurai,625009,0452  2311559,0
"185-186, Munichalai Road, Vethilai Pettai Bus Stop, Madurai",Arun Hospital,Tamil Nadu,Madurai,625009,0,0
"32 A, Kuruvikaarran Salai Madurai","Avss Hospitals, Advanced Trauma Center",Tamil Nadu,Madurai,625009,232611,0
"77, Kamarajar Salai,Arasamaram Pillaiyar Koil.",Bhagavathi Hospitals Private Limited,Tamil Nadu,Madurai,625009,0,0
"No-46,C.M.R.Road",Bose,Tamil Nadu,Madurai,625009,0,0
"46, Cmr Road,Madurai",Guna Sundari Bose Hospital,Tamil Nadu,Madurai,625009,0,0
"258, Kamarajar Sali Madirai",Gunam Clinic and Nursing Home,Tamil Nadu,Madurai,625009,0,0
"43\1-A, Venkatapathy Lyengar Street, Kamarajar Salai, Madurai",Jeyan Hospital,Tamil Nadu,Madurai,625009,0,0
"No 678,Kamarajar Salai,Madurai",Kiruba Hospital and Kiruba Diabetess Centre,Tamil Nadu,Madurai,625009,0,0
"75, Munichalai Rd,,.",Krithika Hospital,Tamil Nadu,Madurai,625009,0,0
"48,Teppakulamanupanadi Main Road, Teppakulam,(Pandian Nagar Bus Stop)",Rajalakshmi E.N.T Nursing Home,Tamil Nadu,Madurai,625009,0,0
"No.10,Valluvar North Street,2Nd Main Road,Jaihindpuram.",Dr.Chidambaram Memorial Hospital,Tamil Nadu,Madurai,625011,0,0
"39/11/3A,Jeeva Nagar, 1St Street, Jaihindpuram, Madurai",Gowri Nurising Home,Tamil Nadu,Madurai,625011,0,0
"Plot No.16 - D, Third Avenue, Tnhb Colony, Opp To A.S. Kalyana Mahal, Villapuram Villapuram",Modern Multi Speciality Hospital,Tamil Nadu,Madurai,625011,0,0
"36-A, Valluvar North St,Jaihindpuram,.",Nandhini Nursing Home,Tamil Nadu,Madurai,625011,2675411,0
"25 &  2, Nehru Street, Jaihindpuram, Madurai",Nirmala Grace Nursing Home,Tamil Nadu,Madurai,625011,0,0
"34, A A Road,Sundarajapuram,Near Madura College.",Padmalaya Medical Centre Pvt Ltd,Tamil Nadu,Madurai,625011,0,0
"249/18,A.P.K.Main Road,Villapuram, 0452-2670100 25 Nhb Jm-1453 Madurai -",Ramanie Hospitals,Tamil Nadu,Madurai,625011,0452    2670100,0
"No.5, Paramasivam Street Opposite Fatima College Madurai",Sakthi Hospital,Tamil Nadu,Madurai,625011,0,0
"33/22, Vasuki Street, Ganapathy Nagar, Villapuram, Madurai",Meenakshi Sugam Hospital,Tamil Nadu,Madurai,625012,0,0
"43Ii, Karunanidhi St., Meenakshi Nagar, (Opposite To Jayamani Petrol Bunk), Villapuram",O.R.V. Clinic,Tamil Nadu,Madurai,625012,0,0
"Kamarajar Street, Opposite Vetri Theatre, Villapuram, Madurai,",Saroja Poly Clinic,Tamil Nadu,Madurai,625012,0,0
"26,Main Road,Krishnapuram Colony, Madurai-",Amba Hospital,Tamil Nadu,Madurai,625014,0,0
"249, New Natham Rd,Iyyer Bungalow,Next To Meenakshi Shopping Complex.",Bgm Hospital,Tamil Nadu,Madurai,625014,0,0
"2/150 New Natham Road, Iyer Bungalow",Indira Hospital,Tamil Nadu,Madurai,625014,0,0
"1/1A, New Natham Road Madurai",Neuroscience Hospital,Tamil Nadu,Madurai,625014,0,0
"2/294, Pillaiyar Kovil Street Bank Colony, Narayanapuram",Ponni Hospitals,Tamil Nadu,Madurai,625014,268901,0
"21, P&T Main Road Viswanathapuram Madurai",Ss Hospital,Tamil Nadu,Madurai,625014,0,0
43 Shanmugam Pillai 2Nd Strret Alagarady Madurai,Avvai Janaki Nursing Home,Tamil Nadu,Madurai,625016,0,0
"26, Theni Main Road, ArasaradiNear Kalavasal Signal",Devaki Cancer Institute - Madurai,Tamil Nadu,Madurai,625016,0,0
"61 Plot No.1, Dd Main Road, Arapalayam, Madurai Near Arapalayam Bus Stand, Madurai",Dr.Agarwal's Eye Hospital - Madurai,Tamil Nadu,Madurai,625016,2301334,0
"1, Suresh Street, Nataraj Nagar, Fenner Gate Opp, Madurai",G.V.Hospitals,Tamil Nadu,Madurai,625016,0,0
"8,Kennet Road,Madurai",Grace Kennet Foundation Hospital,Tamil Nadu,Madurai,625016,0,0
"No:18, 1St Street,Arasaradi,Arasaradi Eb Office.",Janet Hospitals,Tamil Nadu,Madurai,625016,0,0
"No. 13, Theni Main Road, Arasaradi",Jebam Hospital,Tamil Nadu,Madurai,625016,0,0
"32, Sarvodaya Main Road, Ellis Nagar",Quality Care Hospital,Tamil Nadu,Madurai,625016,"24058855, 55598855",0
"146,Arappalayam Main Road,Near Arappalayam Bus Stand.",Santhya Hospitals,Tamil Nadu,Madurai,625016,0,0
"Nagunagar Second Street, Pethaniapuram,",Sri Devi Hospital,Tamil Nadu,Madurai,625016,0,0
"48A, Pandian Nagar West, Near Thangam Motors, Opposite Mappillai Vinayagar Theatre, Bye Pass Road",Sri E N T Hospital,Tamil Nadu,Madurai,625016,0,0
"210-A By-Pass Road,Bethaniapuram.",Sri Lakshmi Hospital,Tamil Nadu,Madurai,625016,0,0
"No.80,Pp,Madurai",Sri Valliyammal Nursing Home,Tamil Nadu,Madurai,625016,0,0
"164, Bye Pass Road, Behind Av Mahal, Madhuri",Srinivasa Hospital,Tamil Nadu,Madurai,625016,0,0
"15, A.A Road,M Arapalayam, Madurai",Thembavani Hospital,Tamil Nadu,Madurai,625016,0452  4500192,0
"No-1, P.P.Chavadi Theni Main Road",Vijaya Hospital,Tamil Nadu,Madurai,625016,238510,0
"No-1, Venkatachalapathy Street Jayaraj Nagar",Suham Speciality Hospital,Tamil Nadu,Madurai,625018,0452  266007,0
"609, K.K. Nagar,.",A.R. Hospital (P) Ltd,Tamil Nadu,Madurai,625020,4391153,0
"No.11,Subburam Street,Gandhi Nagar, Madurai-",Ahana Hospitals,Tamil Nadu,Madurai,625020,0,0
"461- A, Anna Nagar,.",Anita Nursing Home,Tamil Nadu,Madurai,625020,2532887,0
"337,Mig,80 Feet Road,Anna Nagar",Anu Nursing Home,Tamil Nadu,Madurai,625020,0,0
"Lake View Road, K.K. Nagar, Madurai,",Apollo Speciality Hospitals,Tamil Nadu,Madurai,625020,0452  2589903,0
"1, Anna Nagar, Madurai",Aravind Eye Hospital,Tamil Nadu,Madurai,625020,0,0
"42-A, Kuruvikaran Salai,Anna Bus Stand,Madurai",Arthur Ashirvatham Hospital,Tamil Nadu,Madurai,625020,0,0
"1, Anna Nagar, Madurai",Arvindeye Hospital,Tamil Nadu,Madurai,625020,0,0
"22, Rajaji St,Gandhi Nagar, Yerramulekapally,Near Bus Stand.",Asirvatham Speciality Hospital,Tamil Nadu,Madurai,625020,0,0
"107-A/1, Vaigal Colony, Near Ambika Theatre, Anna Nagar, Madurai",Balaji Hospital,Tamil Nadu,Madurai,625020,0,0
"484-B,K.K. Nagar.",Chenthil Nursing Home,Tamil Nadu,Madurai,625020,2526810,0
"37/1, Sivaganga Roadm (Opposite To Aavin Milk Project)K.K.Nagar, Madurai",Crescent Hospitals,Tamil Nadu,Madurai,625020,0,0
"2, Dr.Sathar Road,Near Aravind Hospital,Annanagar.",Dr.Sathar Eye Hospital,Tamil Nadu,Madurai,625020,4393840,0
"No. 2/183/2, 2Nd Main Road,Gomathipuram,Sivagangai Main Road,",Golden Hospital,Tamil Nadu,Madurai,625020,0,0
"157/5, Vivekanandhar Main Road, Thasildar Nagar, Madurai",Habiba Speciality Hospiatl,Tamil Nadu,Madurai,625020,0,0
"134, Lake View Road, K.K.Nagar, Near Nagappa Motors",Hannah Joseph Hospital,Tamil Nadu,Madurai,625020,0,0
"No.4,East Marret Street,4Th Lane,Madurai-1",Harshitha Hospitals(P)Ltd,Tamil Nadu,Madurai,625020,0,0
"P.B. No.131, 14, K.K. Nagar Main Road, Madurai,",Jawahar Hospital,Tamil Nadu,Madurai,625020,0,0
"147 Aana Nagar, Madurai",Karthik Hospital,Tamil Nadu,Madurai,625020,0,0
"34, Sivagangai Road, (Opp To Milk Project),.",Madurai City Hospital,Tamil Nadu,Madurai,625020,4395563,0
Plot No-629 K K Nagar Madhurai,Madurai Institute Of Orthopaedics And Traumatology,Tamil Nadu,Madurai,625020,0,0
"6/6, B-2, Sivagangai Road,Near Aavin Mil Diary,Near Anna Bus Stand.",Madurai Kidney Centre and Transplantation Research Institute,Tamil Nadu,Madurai,625020,0,0
"No.22,Sivagangai Road,Sathamangalam,Near Anna Bus Stop.",Mithraa Hospital,Tamil Nadu,Madurai,625020,4373777,0
"11-A, Vinayaga Nagar, Opposite District Court, K K Nagar,",Mohan's Medicity Hospital,Tamil Nadu,Madurai,625020,0,0
"11Lakeview Road, Opp Sundaram Theatre, K K Nagar,",Neomed Hospital - Madhurai,Tamil Nadu,Madurai,625020,2581515,0
"Jawahar St,Gandhi Nagar,.",Ohm Sai Hospital,Tamil Nadu,Madurai,625020,2525601,0
"310, M.I.G. Colony,Anna Nagar,Suguna Stores Bus Stop.",Osho Maternity and Surgical Centre,Tamil Nadu,Madurai,625020,0,0
"36/1, Sivagangai Road",P A M C Hospital,Tamil Nadu,Madurai,625020,2536352,0
"36/1, Sivagangai Road, K.K.Nagar, Near Aavin Milk Diary",Pandian Advanced Medical Center(Pamc),Tamil Nadu,Madurai,625020,0,0
"No-345,80 Feet Road,Anna Nagar,Madurai-20",R.R Hospital,Tamil Nadu,Madurai,625020,0,0
"47, Anna Nagar Masdurai",Rajeev Hospital,Tamil Nadu,Madurai,625020,0,0
"Plot No. 130, Anna Nagar, Near Ambiga College, Alamaram Bus Stop, Madurai",Raksha Hospital,Tamil Nadu,Madurai,625020,0,0
"6Th Main Road, 2/667-2, Malligai Street,Near E.B. Office,Gomathipuram.",Shastha Dialysis Center,Tamil Nadu,Madurai,625020,0,0
"15 & 16, North Cross Street, Annanagar, Madurai,",Shenbagam Hospitals Pvt. Ltd,Tamil Nadu,Madurai,625020,0452  4393014,0
Hig 34 80 Feet Road Anna Nagar,Sp Hospital,Tamil Nadu,Madurai,625020,0,0
"294-1/2, 6 Th Main Road, Gomathiduram",Sri Haran Hospital,Tamil Nadu,Madurai,625020,0,0
"11, Sivagangai Road, Near Anna Bus Stand, Madhuri",Sri Harsha Ent Centre,Tamil Nadu,Madurai,625020,0,0
"Park Area,Lake View Road,K.K Nagar,Madurai",Sugapriya Hospital,Tamil Nadu,Madurai,625020,0,0
"334, A,Anna Nagar.",Sumathi Hospital And Institute Of Super Specialities,Tamil Nadu,Madurai,625020,2525772,0
"484-B, K.K.Nagar Madhurai",The Institute Of Orthopaedic Research and Accident Surgery,Tamil Nadu,Madurai,625020,252681,0
"342, 80 Feet Road, Anna Nagar, Madurai",Vasan Eye Care Hospital,Tamil Nadu,Madurai,625020,0,0
"No 30,Kakkan Street,Shenoy Nagar,Madurai",Venkateswara Hospital,Tamil Nadu,Madurai,625020,0,0
"9 & 10, West Main Road, Korovikaran Salai,",Vikram Hospital and New Vikram Hospital,Tamil Nadu,Madurai,625020,0,0
"Service Clinic, Channel Road, Mellur",Dr Raos Services Hospital,Tamil Nadu,Madurai,625106,0,0
"No.72/128, A.V.A.R. Plaza Ponmeniputur Bypass-Road Madurai, Madurai Ss Colony,",Vasan Eye Care Hospital.,Tamil Nadu,Madurai,625106,0452  4089123,0
Lake Area Melur Road,Doshi Eye Clinic,Tamil Nadu,Madurai,625107,0,0
"Lake Area, Melur Road, Madurai, Madurai,",Meenakshi Mission Hospital And Research Centre,Tamil Nadu,Madurai,625107,0452  4219005,0
"12/54, A2G, T.B. Road",Devi Priya Hospital,Tamil Nadu,Madurai,625532,0,0
"Peraiyur Rd,,.",Poobhathiammal Hospital,Tamil Nadu,Madurai,625532,4500417,0
"307/A1, Peraiyur Road, Usilampati",Ravi Nursing Home,Tamil Nadu,Madurai,625532,0,0
Old Post Office St,S.K.V.Hospital,Tamil Nadu,Madurai,625532,252515,0
Usilampatti,Vinayagam Nursing Home,Tamil Nadu,Madurai,625532,0,0
Cinnemani Street Behind Bus Stand Thirumangalam,Skg Hospital,Tamil Nadu,Madurai,625706,0,0
"47, Chinnamani Street, Jawahar Nagar",Subam Hospital,Tamil Nadu,Madurai,625706,0,0
"8, Jawahar 1St Street Thirumangalam",Suma Hospital,Tamil Nadu,Madurai,625706,0,0
Pioneer Colony Thirumangalm,Vigneshwar Hospital,Tamil Nadu,Madurai,625706,0,0
"19, Avayambalpuram, Mayiladuthurai",Aarthi Hospital,Tamil Nadu,Nagapattinam,609001,0,0
"Pattamangala Street, Mayiladuthurai",Arun Priya Nursing Home,Tamil Nadu,Nagapattinam,609001,0,0
"Mayiladuthurai,",Dr. Srinivasan Hospital,Tamil Nadu,Nagapattinam,609001,0,0
"75,No. 1 Road,Mayiladuthurai",G.D Hospital,Tamil Nadu,Nagapattinam,609001,0,0
"2-A, Town Extn. Road,",G.V.Hospital,Tamil Nadu,Nagapattinam,609001,0,0
"25C, Rr Complex, Town Extension,",Guhan Hospital,Tamil Nadu,Nagapattinam,609001,0,0
Sembanarkovil,Jayam Diabeteic Center,Tamil Nadu,Nagapattinam,609001,0,0
"8, Pattamangala Street, Mayiladuthurai",Krishna Hospital,Tamil Nadu,Nagapattinam,609001,0,0
"Mettu Street, Mayiladuthurai",Lourdes Hospital,Tamil Nadu,Nagapattinam,609001,0,0
"Mayiladuthurai,",M.J.Hospital,Tamil Nadu,Nagapattinam,609001,0,0
